id	text	tag	
060.jpeg	and	I-CN	
060.jpeg	Burke	I-CN	
060.jpeg	4444	O	
060.jpeg	Mary	O	
060.jpeg	Brooks	O	
060.jpeg	"Rothbury,"	O	
060.jpeg	MN	O	
060.jpeg	28946	O	
060.jpeg	Tax	O	
060.jpeg	Id:	O	
060.jpeg	938-95-2464	O	
060.jpeg	Net	O	
060.jpeg	price	O	
060.jpeg	Net	O	
060.jpeg	worth	O	
060.jpeg	VAT	O	
060.jpeg	[%]	O	
060.jpeg	"9,95"	O	
060.jpeg	"29,85"	O	
060.jpeg	10%	O	
060.jpeg	Net	O	
060.jpeg	worth	O	
060.jpeg	VAT	O	
060.jpeg	"29,85"	O	
060.jpeg	"2,98"	O	
060.jpeg	$	O	
060.jpeg	"29,85"	O	
060.jpeg	$	O	
060.jpeg	"2,98"	O	
060.jpeg	Gross	O	
060.jpeg	worth	O	
060.jpeg	"32,83"	O	
060.jpeg	Gross	O	
060.jpeg	worth	O	
060.jpeg	"32,83"	O	
060.jpeg	$	O	
060.jpeg	"32,83"	B-TOTAL	
061.jpeg	Invoice	O	
061.jpeg	no:	O	
061.jpeg	99106655	B-ID	
061.jpeg	Date	O	
061.jpeg	of	O	
061.jpeg	issue:	O	
061.jpeg	Seller:	O	
061.jpeg	Harris	B-SN	
061.jpeg	and	I-SN	
061.jpeg	Sons	I-SN	
061.jpeg	9044	O	
061.jpeg	Wright	O	
061.jpeg	Estates	O	
061.jpeg	New	O	
061.jpeg	"Jaclyn,"	O	
061.jpeg	NH	O	
061.jpeg	42689	O	
061.jpeg	Tax	O	
061.jpeg	Id:	O	
061.jpeg	975-96-8439	O	
061.jpeg	IBAN:	O	
061.jpeg	GB26VMRU44682967112758	B-IBAN	
061.jpeg	ITEMS	O	
061.jpeg	No.	O	
061.jpeg	Description	O	
061.jpeg	Qty	O	
061.jpeg	tks	O	
061.jpeg	Dell	O	
061.jpeg	Precision	O	
061.jpeg	Workstation	O	
061.jpeg	"3,00"	O	
061.jpeg	Computer	O	
061.jpeg	Intel	O	
061.jpeg	Xeon	O	
061.jpeg	Quad	O	
061.jpeg	Core	O	
061.jpeg	16GB	O	
061.jpeg	1TB	O	
061.jpeg	Windows	O	
061.jpeg	10	O	
061.jpeg	Pro	O	
061.jpeg	2	O	
061.jpeg	gaming	O	
061.jpeg	pc	O	
061.jpeg	desktop	O	
061.jpeg	computer	O	
061.jpeg	"2,00"	O	
061.jpeg	intel	O	
061.jpeg	i5	O	
061.jpeg	3:00	O	
061.jpeg	Sentry	O	
061.jpeg	Gaming	O	
061.jpeg	Computer	O	
061.jpeg	|	O	
061.jpeg	"3,00"	O	
061.jpeg	Ryzen	O	
061.jpeg	3	O	
061.jpeg	3200G	O	
061.jpeg	|	O	
061.jpeg	16	O	
061.jpeg	GB	O	
061.jpeg	Ram	O	
061.jpeg	|	O	
061.jpeg	Build-to-Order	O	
061.jpeg	4	O	
061.jpeg	Dell	O	
061.jpeg	Desktop	O	
061.jpeg	Computer{JIntel	O	
061.jpeg	"3,00"	O	
061.jpeg	Core	O	
061.jpeg	2	O	
061.jpeg	Duo	O	
061.jpeg	8GB	O	
061.jpeg	1TB	O	
061.jpeg	HD	O	
061.jpeg	Windows	O	
061.jpeg	10	O	
061.jpeg	PC	O	
061.jpeg	"22"""	O	
061.jpeg	LCD	O	
061.jpeg	Wifi	O	
061.jpeg	5:00	O	
061.jpeg	Dell	O	
061.jpeg	Desktop	O	
061.jpeg	Computer	O	
061.jpeg	Tower	O	
061.jpeg	"5,00"	O	
061.jpeg	Quad	O	
061.jpeg	Intel	O	
061.jpeg	Core	O	
061.jpeg	i5	O	
061.jpeg	8GB	O	
061.jpeg	1TB	O	
061.jpeg	HD	O	
061.jpeg	DVD	O	
061.jpeg	Wifi	O	
061.jpeg	Windows	O	
061.jpeg	10	O	
061.jpeg	PC	O	
061.jpeg	6	O	
061.jpeg	Quality	O	
061.jpeg	Dell	O	
061.jpeg	Windows	O	
061.jpeg	XP	O	
061.jpeg	Pro	O	
061.jpeg	"3,00"	O	
061.jpeg	Desktop	O	
061.jpeg	PC	O	
061.jpeg	Computer	O	
061.jpeg	Core	O	
061.jpeg	2	O	
061.jpeg	vPro	O	
061.jpeg	4Gb	O	
061.jpeg	250Gb	O	
061.jpeg	DVD	O	
061.jpeg	WiFi	O	
061.jpeg	SUMMARY	O	
061.jpeg	VAT	O	
061.jpeg	[%]	O	
061.jpeg	10%	O	
061.jpeg	Total	O	
061.jpeg	6/12/2017	B-DATE	
061.jpeg	Client:	O	
061.jpeg	Thomas-Vazquez	B-CN	
061.jpeg	4883	O	
061.jpeg	Hernandez	O	
061.jpeg	Junction	O	
061.jpeg	"Williamview,"	O	
061.jpeg	MS	O	
061.jpeg	95898	O	
061.jpeg	Tax	O	
061.jpeg	Id:	O	
061.jpeg	972-72-1040	O	
061.jpeg	 	O	
061.jpeg	UM	O	
061.jpeg	Net	O	
061.jpeg	price	O	
061.jpeg	Net	O	
061.jpeg	worth	O	
061.jpeg	VAT	O	
061.jpeg	[%]	O	
061.jpeg	each	O	
061.jpeg	"139,00"	O	
061.jpeg	"417,00"	O	
061.jpeg	10%	O	
061.jpeg	each	O	
061.jpeg	"850,00"	O	
061.jpeg	1	O	
061.jpeg	"700,00"	O	
061.jpeg	10%	O	
061.jpeg	each	O	
061.jpeg	"594,99"	O	
061.jpeg	1	O	
061.jpeg	"784,97"	O	
061.jpeg	10%	O	
061.jpeg	each	O	
061.jpeg	"69,95"	O	
061.jpeg	"209,85"	O	
061.jpeg	10%	O	
061.jpeg	each	O	
061.jpeg	"149,95"	O	
061.jpeg	"749,75"	O	
061.jpeg	10%	O	
061.jpeg	each	O	
061.jpeg	"119,99"	O	
061.jpeg	"359,97"	O	
061.jpeg	10%	O	
061.jpeg	Net	O	
061.jpeg	worth	O	
061.jpeg	VAT	O	
061.jpeg	5	O	
061.jpeg	"221,54"	O	
061.jpeg	"522,15"	O	
061.jpeg	$5 	O	
061.jpeg	"221,54"	O	
061.jpeg	$	O	
061.jpeg	"522,15"	O	
061.jpeg	Gross	O	
061.jpeg	worth	O	
061.jpeg	"458,70"	O	
061.jpeg	1	O	
061.jpeg	"870,00"	O	
061.jpeg	1	O	
061.jpeg	"963,47"	O	
061.jpeg	"230,84"	O	
061.jpeg	"824,73"	O	
061.jpeg	"395,97"	O	
061.jpeg	Gross	O	
061.jpeg	worth	O	
061.jpeg	5	O	
061.jpeg	"743,69"	O	
061.jpeg	$5 	B-TOTAL	
061.jpeg	"743,69"	I-TOTAL	
062.jpeg	Invoice	O	
062.jpeg	no:	O	
062.jpeg	60665075	B-ID	
062.jpeg	Date	O	
062.jpeg	of	O	
062.jpeg	issue:	O	
062.jpeg	Seller:	O	
062.jpeg	"Martin,"	B-SN	
062.jpeg	Graham	I-SN	
062.jpeg	and	I-SN	
062.jpeg	Newman	I-SN	
062.jpeg	Unit	O	
062.jpeg	2502	O	
062.jpeg	Box	O	
062.jpeg	3674	O	
062.jpeg	DPO	O	
062.jpeg	AE	O	
062.jpeg	52512	O	
062.jpeg	Tax	O	
062.jpeg	Id:	O	
062.jpeg	966-95-7184	O	
062.jpeg	IBAN:	O	
062.jpeg	GB83QZYG95898598700980	B-IBAN	
062.jpeg	ITEMS	O	
062.jpeg	No.	O	
062.jpeg	Description	O	
062.jpeg	Qty	O	
062.jpeg	1	O	
062.jpeg	Marble	O	
062.jpeg	Top	O	
062.jpeg	Side	O	
062.jpeg	Table	O	
062.jpeg	Tiger	O	
062.jpeg	Eye	O	
062.jpeg	Gem	O	
062.jpeg	Marquetry	O	
062.jpeg	Pietradura	O	
062.jpeg	Garden	O	
062.jpeg	Decor	O	
062.jpeg	Arts	O	
062.jpeg	H469	O	
062.jpeg	"2,00"	O	
062.jpeg	2	O	
062.jpeg	7'x4'	O	
062.jpeg	Buy	O	
062.jpeg	Marble	O	
062.jpeg	Dining	O	
062.jpeg	Table	O	
062.jpeg	With	O	
062.jpeg	Black	O	
062.jpeg	Top	O	
062.jpeg	Marquetry	O	
062.jpeg	Inlay	O	
062.jpeg	Hallway	O	
062.jpeg	Decor	O	
062.jpeg	E944	O	
062.jpeg	"3,00"	O	
062.jpeg	3:00	O	
062.jpeg	"18""x18"""	O	
062.jpeg	White	O	
062.jpeg	Hand	O	
062.jpeg	Curved	O	
062.jpeg	Top	O	
062.jpeg	Coffee	O	
062.jpeg	Table	O	
062.jpeg	Inlay	O	
062.jpeg	Decorative	O	
062.jpeg	Gift	O	
062.jpeg	For	O	
062.jpeg	Her	O	
062.jpeg	Wedding	O	
062.jpeg	"5,00"	O	
062.jpeg	4	O	
062.jpeg	"15""x15"""	O	
062.jpeg	White	O	
062.jpeg	Marble	O	
062.jpeg	Coffee	O	
062.jpeg	Custom	O	
062.jpeg	Table	O	
062.jpeg	Pauashell	O	
062.jpeg	Pietradura	O	
062.jpeg	Inlay	O	
062.jpeg	Floral	O	
062.jpeg	Décor	O	
062.jpeg	"3,00"	O	
062.jpeg	Se	O	
062.jpeg	48	O	
062.jpeg	Inches	O	
062.jpeg	Marble	O	
062.jpeg	Reception	O	
062.jpeg	Table	O	
062.jpeg	Top	O	
062.jpeg	Inlay	O	
062.jpeg	with	O	
062.jpeg	Multi	O	
062.jpeg	Color	O	
062.jpeg	Stones	O	
062.jpeg	Dinning	O	
062.jpeg	Table	O	
062.jpeg	"2,00"	O	
062.jpeg	6	O	
062.jpeg	60	O	
062.jpeg	Inches	O	
062.jpeg	Marble	O	
062.jpeg	Dinning	O	
062.jpeg	Table	O	
062.jpeg	Top	O	
062.jpeg	Inlay	O	
062.jpeg	Work	O	
062.jpeg	Lawn	O	
062.jpeg	Table	O	
062.jpeg	with	O	
062.jpeg	Multi	O	
062.jpeg	Color	O	
062.jpeg	Stones	O	
062.jpeg	"4,00"	O	
062.jpeg	SUMMARY	O	
062.jpeg	VAT	O	
062.jpeg	[%]	O	
062.jpeg	10%	O	
062.jpeg	Total	O	
062.jpeg	1/15/2018	B-DATE	
062.jpeg	UM	O	
062.jpeg	eacn	O	
062.jpeg	eacn	O	
062.jpeg	eacn	O	
062.jpeg	eacn	O	
062.jpeg	eacn	O	
062.jpeg	 	O	
062.jpeg	eacn	O	
062.jpeg	Client:	O	
062.jpeg	"Jennings,"	B-CN	
062.jpeg	Baldwin	I-CN	
062.jpeg	and	I-CN	
062.jpeg	Collins	I-CN	
062.jpeg	792	O	
062.jpeg	Daniels	O	
062.jpeg	Drive	O	
062.jpeg	Apt.	O	
062.jpeg	384	O	
062.jpeg	New	O	
062.jpeg	"Laurenbury,"	O	
062.jpeg	VA	O	
062.jpeg	36605	O	
062.jpeg	Tax	O	
062.jpeg	Id:	O	
062.jpeg	982-83-3589	O	
062.jpeg	Net	O	
062.jpeg	price	O	
062.jpeg	Net	O	
062.jpeg	worth	O	
062.jpeg	VAT	O	
062.jpeg	[%]	O	
062.jpeg	"341,48"	O	
062.jpeg	"682,96"	O	
062.jpeg	10%	O	
062.jpeg	14	O	
062.jpeg	"721,08"	O	
062.jpeg	44	O	
062.jpeg	"163,24"	O	
062.jpeg	10%	O	
062.jpeg	"475,22"	O	
062.jpeg	2	O	
062.jpeg	"376,10"	O	
062.jpeg	10%	O	
062.jpeg	"685,00"	O	
062.jpeg	2	O	
062.jpeg	"055,00"	O	
062.jpeg	10%	O	
062.jpeg	"2174,25"	O	
062.jpeg	4	O	
062.jpeg	"348,50"	O	
062.jpeg	10%	O	
062.jpeg	5	O	
062.jpeg	"756,00"	O	
062.jpeg	23	O	
062.jpeg	"024,00"	O	
062.jpeg	10%	O	
062.jpeg	Net	O	
062.jpeg	worth	O	
062.jpeg	VAT	O	
062.jpeg	76	O	
062.jpeg	"649,80"	O	
062.jpeg	7	O	
062.jpeg	"664,98"	O	
062.jpeg	$	O	
062.jpeg	76	O	
062.jpeg	"649,80"	O	
062.jpeg	$	O	
062.jpeg	7	O	
062.jpeg	"664,98"	O	
062.jpeg	Gross	O	
062.jpeg	worth	O	
062.jpeg	"751,26"	O	
062.jpeg	48	O	
062.jpeg	"579,56"	O	
062.jpeg	TAL	O	
062.jpeg	2	O	
062.jpeg	"260,50"	O	
062.jpeg	25	O	
062.jpeg	"326,40"	O	
062.jpeg	Gross	O	
062.jpeg	worth	O	
062.jpeg	84	O	
062.jpeg	"314,78"	O	
062.jpeg	$	O	
062.jpeg	84	B-TOTAL	
062.jpeg	"314,78"	I-TOTAL	
063.jpeg	Invoice	O	
063.jpeg	no:	O	
063.jpeg	18975369	B-ID	
063.jpeg	Date	O	
063.jpeg	of	O	
063.jpeg	issue:	O	
063.jpeg	5/26/2021	B-DATE	
063.jpeg	Seller:	O	
063.jpeg	Client:	O	
063.jpeg	"Padilla,"	B-SN	
063.jpeg	Mccarthy	I-SN	
063.jpeg	and	I-SN	
063.jpeg	Gonzales	I-SN	
063.jpeg	Parker-Fowler	B-CN	
063.jpeg	3157	O	
063.jpeg	Stephanie	O	
063.jpeg	Court	O	
063.jpeg	USCGC	O	
063.jpeg	Gonzales	O	
063.jpeg	West	O	
063.jpeg	"Ashleybury,"	O	
063.jpeg	OK	O	
063.jpeg	99405	O	
063.jpeg	FPO	O	
063.jpeg	AP	O	
063.jpeg	32696	O	
063.jpeg	Tax	O	
063.jpeg	Id:	O	
063.jpeg	963-88-8109	O	
063.jpeg	Tax	O	
063.jpeg	Id:	O	
063.jpeg	965-76-3307	O	
063.jpeg	IBAN:	O	
063.jpeg	GBO2EAUQ97489615205765	B-IBAN	
063.jpeg	ITEMS	O	
063.jpeg	No.	O	
063.jpeg	Description	O	
063.jpeg	Qty	O	
063.jpeg	UM	O	
063.jpeg	Net	O	
063.jpeg	price	O	
063.jpeg	Net	O	
063.jpeg	worth	O	
063.jpeg	VAT	O	
063.jpeg	[%]	O	
063.jpeg	tks	O	
063.jpeg	Nintendo	O	
063.jpeg	Gameboy	O	
063.jpeg	Pocket	O	
063.jpeg	"2,00"	O	
063.jpeg	each	O	
063.jpeg	"70,00"	O	
063.jpeg	"140,00"	O	
063.jpeg	10%	O	
063.jpeg	Console	O	
063.jpeg	Green	O	
063.jpeg	with	O	
063.jpeg	Box	O	
063.jpeg	MGB-001	O	
063.jpeg	Japan	O	
063.jpeg	Tested	O	
063.jpeg	Working	O	
063.jpeg	55	O	
063.jpeg	SUMMARY	O	
063.jpeg	VAT	O	
063.jpeg	[%]	O	
063.jpeg	Net	O	
063.jpeg	worth	O	
063.jpeg	VAT	O	
063.jpeg	10%	O	
063.jpeg	"140,00"	O	
063.jpeg	"14,00"	O	
063.jpeg	Total	O	
063.jpeg	$	O	
063.jpeg	"140,00"	O	
063.jpeg	$	O	
063.jpeg	"14,00"	O	
063.jpeg	Gross	O	
063.jpeg	worth	O	
063.jpeg	"154,00"	O	
063.jpeg	Gross	O	
063.jpeg	worth	O	
063.jpeg	"154,00"	O	
063.jpeg	$	O	
063.jpeg	"154,00"	B-TOTAL	
064.jpeg	Invoice	O	
064.jpeg	no:	O	
064.jpeg	16773532	B-ID	
064.jpeg	Date	O	
064.jpeg	of	O	
064.jpeg	issue:	O	
064.jpeg	Seller:	O	
064.jpeg	"White,"	B-SN	
064.jpeg	Young	I-SN	
064.jpeg	and	I-SN	
064.jpeg	Johnson	I-SN	
064.jpeg	711	O	
064.jpeg	Fernandez	O	
064.jpeg	Hill	O	
064.jpeg	"Carlosfort,"	O	
064.jpeg	UT	O	
064.jpeg	47295	O	
064.jpeg	Tax	O	
064.jpeg	Id:	O	
064.jpeg	950-70-0747	O	
064.jpeg	IBAN:	O	
064.jpeg	GB961IZZT42100305228246	B-IBAN	
064.jpeg	ITEMS	O	
064.jpeg	No.	O	
064.jpeg	Description	O	
064.jpeg	1	O	
064.jpeg	GAMING	O	
064.jpeg	PC	O	
064.jpeg	Desktop	O	
064.jpeg	Computer	O	
064.jpeg	RGB	O	
064.jpeg	BUNDLE	O	
064.jpeg	Intel	O	
064.jpeg	CORE	O	
064.jpeg	i7	O	
064.jpeg	16GB	O	
064.jpeg	RAM	O	
064.jpeg	Nvidia	O	
064.jpeg	GTX	O	
064.jpeg	1650	O	
064.jpeg	1TB	O	
064.jpeg	2	O	
064.jpeg	Dell	O	
064.jpeg	Optiplex	O	
064.jpeg	Desktop	O	
064.jpeg	Computer	O	
064.jpeg	with	O	
064.jpeg	Dual	O	
064.jpeg	"19"""	O	
064.jpeg	LCD	O	
064.jpeg	Monitors	O	
064.jpeg	Windows	O	
064.jpeg	10	O	
064.jpeg	Pro	O	
064.jpeg	3:00	O	
064.jpeg	2	O	
064.jpeg	Gaming	O	
064.jpeg	Computers	O	
064.jpeg	SUMMARY	O	
064.jpeg	Total	O	
064.jpeg	Qty	O	
064.jpeg	"1,00"	O	
064.jpeg	"3,00"	O	
064.jpeg	VAT	O	
064.jpeg	[%]	O	
064.jpeg	10%	O	
064.jpeg	4/30/2020	B-DATE	
064.jpeg	UM	O	
064.jpeg	each	O	
064.jpeg	each	O	
064.jpeg	each	O	
064.jpeg	Client:	O	
064.jpeg	Net	O	
064.jpeg	price	O	
064.jpeg	"569,99"	O	
064.jpeg	"149,95"	O	
064.jpeg	1	O	
064.jpeg	"300,00"	O	
064.jpeg	Net	O	
064.jpeg	worth	O	
064.jpeg	"4919,84"	O	
064.jpeg	"$4919,84"	O	
064.jpeg	"Wheeler,"	B-CN	
064.jpeg	Lopez	I-CN	
064.jpeg	and	I-CN	
064.jpeg	Watts	I-CN	
064.jpeg	334	O	
064.jpeg	Kyle	O	
064.jpeg	Highway	O	
064.jpeg	Suite	O	
064.jpeg	801	O	
064.jpeg	North	O	
064.jpeg	"Matthew,"	O	
064.jpeg	OK	O	
064.jpeg	20710	O	
064.jpeg	Tax	O	
064.jpeg	Id:	O	
064.jpeg	966-83-5576	O	
064.jpeg	Net	O	
064.jpeg	worth	O	
064.jpeg	VAT	O	
064.jpeg	[%]	O	
064.jpeg	Gross	O	
064.jpeg	worth	O	
064.jpeg	"569,99"	O	
064.jpeg	10%	O	
064.jpeg	"626,99"	O	
064.jpeg	"449,85"	O	
064.jpeg	10%	O	
064.jpeg	"494,83"	O	
064.jpeg	3	O	
064.jpeg	"900,00"	O	
064.jpeg	10%	O	
064.jpeg	4	O	
064.jpeg	"290,00"	O	
064.jpeg	VAT	O	
064.jpeg	Gross	O	
064.jpeg	worth	O	
064.jpeg	"491,98"	O	
064.jpeg	5	O	
064.jpeg	"411,82"	O	
064.jpeg	$	O	
064.jpeg	"491,98"	O	
064.jpeg	$5 	B-TOTAL	
064.jpeg	"411,82"	I-TOTAL	
065.jpeg	Invoice	O	
065.jpeg	no:	O	
065.jpeg	25194747	B-ID	
065.jpeg	Date	O	
065.jpeg	of	O	
065.jpeg	issue:	O	
065.jpeg	Seller:	O	
065.jpeg	Castillo-Jones	B-SN	
065.jpeg	396	O	
065.jpeg	Jones	O	
065.jpeg	Shore	O	
065.jpeg	Apt.	O	
065.jpeg	781	O	
065.jpeg	North	O	
065.jpeg	"Cynthiafurt,"	O	
065.jpeg	MS	O	
065.jpeg	28881	O	
065.jpeg	Tax	O	
065.jpeg	Id:	O	
065.jpeg	917-87-0923	O	
065.jpeg	IBAN:	O	
065.jpeg	GB490ZCG79609103385168	B-IBAN	
065.jpeg	ITEMS	O	
065.jpeg	No.	O	
065.jpeg	Description	O	
065.jpeg	1	O	
065.jpeg	Cherokee	O	
065.jpeg	Boys	O	
065.jpeg	Grayton	O	
065.jpeg	Skate	O	
065.jpeg	Shoes	O	
065.jpeg	12	O	
065.jpeg	Surf	O	
065.jpeg	Skate	O	
065.jpeg	Casual	O	
065.jpeg	12K	O	
065.jpeg	Black	O	
065.jpeg	Extra	O	
065.jpeg	Laces	O	
065.jpeg	12Y	O	
065.jpeg	2	O	
065.jpeg	jordan	O	
065.jpeg	4	O	
065.jpeg	kids	O	
065.jpeg	Size	O	
065.jpeg	8	O	
065.jpeg	Timberland	O	
065.jpeg	brown	O	
065.jpeg	slip	O	
065.jpeg	on	O	
065.jpeg	shoes	O	
065.jpeg	size	O	
065.jpeg	4.5	O	
065.jpeg	juniors	O	
065.jpeg	SUMMARY	O	
065.jpeg	Total	O	
065.jpeg	Qty	O	
065.jpeg	"3,00"	O	
065.jpeg	"3,00"	O	
065.jpeg	"5,00"	O	
065.jpeg	VAT	O	
065.jpeg	[%]	O	
065.jpeg	10%	O	
065.jpeg	5/19/2018	B-DATE	
065.jpeg	UM	O	
065.jpeg	each	O	
065.jpeg	each	O	
065.jpeg	each	O	
065.jpeg	Client:	O	
065.jpeg	Preston-Webster	B-CN	
065.jpeg	2986	O	
065.jpeg	Weber	O	
065.jpeg	Summit	O	
065.jpeg	"Markstad,"	O	
065.jpeg	MN	O	
065.jpeg	43966	O	
065.jpeg	Tax	O	
065.jpeg	Id:	O	
065.jpeg	944-70-8920	O	
065.jpeg	Net	O	
065.jpeg	price	O	
065.jpeg	Net	O	
065.jpeg	worth	O	
065.jpeg	VAT	O	
065.jpeg	[%]	O	
065.jpeg	"19,99"	O	
065.jpeg	"59,97"	O	
065.jpeg	10%	O	
065.jpeg	"23,00"	O	
065.jpeg	"69,00"	O	
065.jpeg	10%	O	
065.jpeg	"2,00"	O	
065.jpeg	"10,00"	O	
065.jpeg	10%	O	
065.jpeg	Net	O	
065.jpeg	worth	O	
065.jpeg	VAT	O	
065.jpeg	"138,97"	O	
065.jpeg	"13,90"	O	
065.jpeg	$	O	
065.jpeg	"138,97"	O	
065.jpeg	$	O	
065.jpeg	"13,90"	O	
065.jpeg	Gross	O	
065.jpeg	worth	O	
065.jpeg	"65,97"	O	
065.jpeg	"75,90"	O	
065.jpeg	"11,00"	O	
065.jpeg	Gross	O	
065.jpeg	worth	O	
065.jpeg	"152,87"	O	
065.jpeg	$	O	
065.jpeg	"152,87"	B-TOTAL	
066.jpeg	Invoice	O	
066.jpeg	no:	O	
066.jpeg	77668740	B-ID	
066.jpeg	Date	O	
066.jpeg	of	O	
066.jpeg	issue:	O	
066.jpeg	1/2/2016	B-DATE	
066.jpeg	Seller:	O	
066.jpeg	Client:	O	
066.jpeg	"Ryan,"	B-SN	
066.jpeg	Garcia	I-SN	
066.jpeg	and	I-SN	
066.jpeg	Gregory	I-SN	
066.jpeg	"Hopkins,"	B-CN	
066.jpeg	Gonzales	I-CN	
066.jpeg	and	I-CN	
066.jpeg	Mccarthy	I-CN	
066.jpeg	297	O	
066.jpeg	Allen	O	
066.jpeg	Mills	O	
066.jpeg	3206	O	
066.jpeg	Adam	O	
066.jpeg	Cliffs	O	
066.jpeg	Apt.	O	
066.jpeg	677	O	
066.jpeg	Port	O	
066.jpeg	"John,"	O	
066.jpeg	AK	O	
066.jpeg	2752	O	
066.jpeg	South	O	
066.jpeg	"Monicaborough,"	O	
066.jpeg	MD	O	
066.jpeg	87314	O	
066.jpeg	Tax	O	
066.jpeg	Id:	O	
066.jpeg	994-98-2347	O	
066.jpeg	Tax	O	
066.jpeg	Id:	O	
066.jpeg	965-96-0570	O	
066.jpeg	IBAN:	O	
066.jpeg	GB61PCVV90649839145503	B-IBAN	
066.jpeg	ITEMS	O	
066.jpeg	No.	O	
066.jpeg	Description	O	
066.jpeg	Qty	O	
066.jpeg	UM	O	
066.jpeg	Net	O	
066.jpeg	price	O	
066.jpeg	Net	O	
066.jpeg	worth	O	
066.jpeg	VAT	O	
066.jpeg	[%]	O	
066.jpeg	tks	O	
066.jpeg	LuLaRoe	O	
066.jpeg	Nicole	O	
066.jpeg	Dress	O	
066.jpeg	Size	O	
066.jpeg	"1,00"	O	
066.jpeg	each	O	
066.jpeg	"1,99"	O	
066.jpeg	"1,99"	O	
066.jpeg	10%	O	
066.jpeg	Medium	O	
066.jpeg	11	O	
066.jpeg	SUMMARY	O	
066.jpeg	VAT	O	
066.jpeg	[%]	O	
066.jpeg	Net	O	
066.jpeg	worth	O	
066.jpeg	VAT	O	
066.jpeg	10%	O	
066.jpeg	"1,99"	O	
066.jpeg	"0,20"	O	
066.jpeg	Total	O	
066.jpeg	$	O	
066.jpeg	"1,99"	O	
066.jpeg	$	O	
066.jpeg	"0,20"	O	
066.jpeg	Gross	O	
066.jpeg	worth	O	
066.jpeg	"2,19"	O	
066.jpeg	Gross	O	
066.jpeg	worth	O	
066.jpeg	"2,19"	O	
066.jpeg	$	O	
066.jpeg	"2,19"	B-TOTAL	
067.jpeg	Invoice	O	
067.jpeg	no:	O	
067.jpeg	94166183	B-ID	
067.jpeg	Date	O	
067.jpeg	of	O	
067.jpeg	issue:	O	
067.jpeg	Seller:	O	
067.jpeg	West-Hodges	B-SN	
067.jpeg	898	O	
067.jpeg	Jennifer	O	
067.jpeg	Trail	O	
067.jpeg	"Lisamouth,"	O	
067.jpeg	MI	O	
067.jpeg	40976	O	
067.jpeg	Tax	O	
067.jpeg	Id:	O	
067.jpeg	901-78-5388	O	
067.jpeg	IBAN:	O	
067.jpeg	GB10BX1D06957659376976	B-IBAN	
067.jpeg	ITEMS	O	
067.jpeg	No.	O	
067.jpeg	Description	O	
067.jpeg	1	O	
067.jpeg	Matilda	O	
067.jpeg	Jane	O	
067.jpeg	Womans	O	
067.jpeg	Lets	O	
067.jpeg	Go	O	
067.jpeg	Together	O	
067.jpeg	Black	O	
067.jpeg	Knit	O	
067.jpeg	Dress	O	
067.jpeg	Size	O	
067.jpeg	M	O	
067.jpeg	Medium	O	
067.jpeg	NWT	O	
067.jpeg	SUMMARY	O	
067.jpeg	Total	O	
067.jpeg	Qty	O	
067.jpeg	"1,00"	O	
067.jpeg	VAT	O	
067.jpeg	[%]	O	
067.jpeg	10%	O	
067.jpeg	UM	O	
067.jpeg	each	O	
067.jpeg	8/24/2019	B-DATE	
067.jpeg	Client:	O	
067.jpeg	Simmons	B-CN	
067.jpeg	Inc	I-CN	
067.jpeg	17172	O	
067.jpeg	Thomas	O	
067.jpeg	Spurs	O	
067.jpeg	Suite	O	
067.jpeg	214	O	
067.jpeg	"Lorichester,"	O	
067.jpeg	WV	O	
067.jpeg	81274	O	
067.jpeg	Tax	O	
067.jpeg	Id:	O	
067.jpeg	954-94-9932	O	
067.jpeg	Net	O	
067.jpeg	price	O	
067.jpeg	Net	O	
067.jpeg	worth	O	
067.jpeg	VAT	O	
067.jpeg	[%]	O	
067.jpeg	"19,60"	O	
067.jpeg	"19,60"	O	
067.jpeg	10%	O	
067.jpeg	Net	O	
067.jpeg	worth	O	
067.jpeg	VAT	O	
067.jpeg	"19,60"	O	
067.jpeg	"1,96"	O	
067.jpeg	$	O	
067.jpeg	"19,60"	O	
067.jpeg	$	O	
067.jpeg	"1,96"	O	
067.jpeg	Gross	O	
067.jpeg	worth	O	
067.jpeg	"21,56"	O	
067.jpeg	Gross	O	
067.jpeg	worth	O	
067.jpeg	"21,56"	O	
067.jpeg	$	O	
067.jpeg	"21,56"	B-TOTAL	
068.jpeg	Invoice	O	
068.jpeg	no:	O	
068.jpeg	55149610	B-ID	
068.jpeg	Date	O	
068.jpeg	of	O	
068.jpeg	issue:	O	
068.jpeg	2/23/2012	B-DATE	
068.jpeg	Seller:	O	
068.jpeg	Client:	O	
068.jpeg	King	B-SN	
068.jpeg	PLC	I-SN	
068.jpeg	Parker-Williams	B-CN	
068.jpeg	886	O	
068.jpeg	Heather	O	
068.jpeg	Drives	O	
068.jpeg	Apt.	O	
068.jpeg	419	O	
068.jpeg	"Brownmouth,"	O	
068.jpeg	CO	O	
068.jpeg	24664	O	
068.jpeg	Tax	O	
068.jpeg	Id:	O	
068.jpeg	995-74-4521	O	
068.jpeg	IBAN:	O	
068.jpeg	GB87FFBW50767480759646	B-IBAN	
068.jpeg	ITEMS	O	
068.jpeg	No.	O	
068.jpeg	Description	O	
068.jpeg	Qty	O	
068.jpeg	UM	O	
068.jpeg	1	O	
